node_id,node_className,node_metrics,node_ast_wpdp,node_ast_cpdp,node_label
1697,activemq-ra/src/main/java/org/apache/activemq/ra/ActiveMQEndpointWorker.java,"[5.0, 11.0, 279.0, 5.0, 0.0, 1.0, 5.0, 39.0, 2.0, 14.0, 3.0, 1.0, 2.0, 16.0, 47.0, 3.0, 16.0, 38.0, 56.0, 2.0, 12.0, 5.0, 9.0, 108.0, 38.0, 18.0, 58.0, 199.0, 82.0, 0.24, 35.0, 140.0, 5.0, 98.0, 0.0, 13.0, 2.0, 88.0, 1.0, 0.0, 8.0, 2.0, 8.0, 3.25, 0.0, 18.0, 4.3125, 0.0, 6.0, 2.625, 1.0, 2.0, 1.05, 0.0, 3.0, 3.0, 1.0, 100.0, 115.0, 0.555555555555556, 1.0]","[-3.190937, -3.5842607, -1.295058, -3.1026406, -3.5842607, -3.1026406, -2.9513211, -2.9513211, -3.4940643, -1.4753203, -3.4940643, 0.43578133, -3.5842607, -0.04619086, -3.7768593, 0.38128975, -2.9513211, -3.4940643, -1.138097, -3.4940643, -0.5794192, -0.7708763, -3.148337, -0.38232648, -0.44986936, -1.2132454, -0.38232648, -0.44986936, -3.4048095, -1.138097, 0.43578133, -3.4940643, -3.650419, -1.4728909, -4.2072268, -3.4940643, -3.650419, -1.4728909, -4.2072268, -3.1026406, -1.4728909, -2.9513211, -3.5842607, -3.4940643, -3.1612453, -2.9513211, -3.5842607, -3.4940643, -3.1612453, -2.9513211, -3.5842607, -3.4940643, -3.1612453, -2.9513211, -3.4940643, -3.4048095, 0.43578133, -2.7710507, -3.4048095, -2.9513211, -3.4940643, -3.1612453, -0.54072005, -2.9513211, -2.9513211, -3.4940643, -3.5842607, -3.0593112, -2.9513211, -0.20461392, -0.20461392, -2.9513211, -3.4048095, -3.4940643, -3.0593112, -3.775425, -3.0593112, -3.5842607, -0.54072005, -4.083229, -3.4940643, -2.7710507, -2.9513211, -3.196065, -2.9513211, -3.196065, -2.9513211, -3.4940643, -3.4570723]","[1.056935, 1.6437391, 1.056935, 1.8934469, 1.056935, 1.056935, 1.056935, 1.6437391, 1.056935, 1.8934469, 1.1725972, 1.1725972, 1.3509243, 1.056935, 1.3509243, 1.056935, 1.6437391, 1.056935, 1.056935, 1.056935, 1.1725972, 1.3509243, 1.056935, 1.056935, 1.3509243, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.3509243, 1.056935, 1.056935, 1.056935, 1.3509243, 1.056935, 1.056935, 1.056935, 1.8934469, 1.056935, 1.1725972, 1.6437391, 1.3509243, 1.056935, 1.1725972, 1.6437391, 1.3509243, 1.056935, 1.1725972, 1.6437391, 1.3509243, 1.056935, 1.1725972, 1.3509243, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.1725972, 1.3509243, 1.056935, 1.056935, 1.1725972, 1.1725972, 1.3509243, 1.6437391, 1.056935, 1.056935, 1.1725972, 1.056935, 1.056935, 1.1725972, 1.056935, 1.3509243, 1.056935, 1.056935, 1.056935, 1.6437391, 1.056935, 1.056935, 1.3509243, 1.056935, 1.1725972, 1.056935, 1.1725972, 1.056935, 1.1725972, 1.3509243, 1.056935]",1
1698,activemq-ra/src/main/java/org/apache/activemq/ra/ActiveMQManagedConnection.java,"[6.0, 8.0, 418.0, 5.0, 0.0, 1.0, 1.0, 67.0, 2.0, 10.0, 1.0, 1.0, 2.0, 34.0, 95.0, 4.0, 34.0, 63.0, 80.0, 0.0, 9.0, 6.0, 28.0, 147.0, 63.0, 40.0, 89.0, 266.0, 104.0, 0.36, 58.0, 193.0, 5.0, 130.0, 0.0, 33.0, 2.0, 86.0, 1.0, 0.0, 5.0, 3.0, 6.0, 2.44117647058824, 0.0, 10.0, 3.02941176470588, 1.0, 5.0, 2.0, 1.0, 1.0, 0.564102564102564, 0.0, 2.0, 2.0, 1.0, 79.0, 87.0, 0.784688995215311, 1.0]","[-3.190937, -3.5842607, -2.9513211, -3.3290884, -4.0603642, -3.1166914, -3.316817, -0.10325542, -2.9513211, -2.9513211, -2.9513211, 0.38128975, -3.1026406, -3.775425, -2.9513211, -2.9513211, -3.4940643, -3.4940643, -3.650419, -2.9513211, -3.4940643, -2.8388789, -2.8134077, -2.8134077, -2.8388789, -2.2007244, -2.2007244, -3.4940643, -1.0506167, -1.0506167, -3.4570723, -2.0627112, -1.0506167, -2.9513211, -2.9513211, -3.3290884, -4.0603642, -3.1166914, -3.316817, -2.9513211, -3.3290884, -4.0603642, -3.1166914, -3.316817, -2.9513211, -3.3290884, -4.0603642, -3.1166914, -3.316817, -2.9513211, -3.3290884, -4.0603642, -3.1166914, -3.316817, -2.9513211, -3.3290884, -4.0603642, -3.1166914, -3.316817, -2.9513211, -3.4269564, -2.9513211, -2.9513211, -3.4940643, -0.73319274, -3.5842607, -3.1612453, -4.1696415, -2.9513211, -3.4940643, -3.3290884, -4.0603642, -3.1166914, -3.316817, -0.73319274, -3.571885, -0.73319274, -3.5842607, -3.1026406, -2.9513211, -3.4940643, -3.4269564, -3.1026406, -3.6015096, -3.6989977, -2.9513211, -3.4269564, -2.9513211, -3.8293164, -2.9513211, -2.9513211, -2.9513211, -2.9513211, -3.4940643, -3.1026406, -3.5842607, -0.6162407, -3.1026406, -2.9513211, -3.4940643, -3.1026406, -3.5842607, -0.6162407, -3.1026406, -2.9513211, -3.4940643, -3.1026406, -2.9513211, -3.4940643, -3.1026406, -3.5842607, -1.3814106, -3.1026406, -2.9513211, -2.9513211, -2.9513211, -3.4940643, -3.4940643, -3.6015096, -3.4940643, -3.4940643, -3.650419, -3.650419, -2.9513211, -3.8293164, -0.73319274, -2.9513211, -3.4008632, -3.4048095, -3.6740866, -3.3290884, -3.1166914, -3.316817, -2.8102279, -2.9513211]","[1.056935, 1.6437391, 1.1725972, 1.056935, 1.8063579, 1.056935, 1.056935, 1.056935, 1.056935, 1.1725972, 1.056935, 1.1725972, 1.056935, 1.1725972, 1.056935, 1.056935, 1.8934469, 1.056935, 1.1725972, 1.056935, 1.1725972, 1.3509243, 1.3509243, 1.056935, 1.1725972, 1.3509243, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.3509243, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.1725972, 1.1725972, 1.056935, 1.8063579, 1.056935, 1.056935, 1.056935, 1.1725972, 1.056935, 1.8063579, 1.056935, 1.056935, 1.056935, 1.1725972, 1.056935, 1.8063579, 1.056935, 1.056935, 1.056935, 1.1725972, 1.056935, 1.056935, 1.8063579, 1.056935, 1.056935, 1.056935, 1.1725972, 1.056935, 1.8063579, 1.056935, 1.056935, 1.056935, 1.1725972, 1.056935, 1.1725972, 1.1725972, 1.3509243, 1.056935, 1.056935, 1.6437391, 1.056935, 1.056935, 1.1725972, 1.3509243, 1.056935, 1.056935, 1.8063579, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.6437391, 1.8934469, 1.1725972, 1.3509243, 1.056935, 1.8934469, 1.056935, 1.056935, 1.1725972, 1.056935, 1.1725972, 1.056935, 1.1725972, 1.1725972, 1.1725972, 1.1725972, 1.3509243, 1.8934469, 1.6437391, 1.056935, 1.056935, 1.8934469, 1.1725972, 1.3509243, 1.8934469, 1.6437391, 1.056935, 1.056935, 1.8934469, 1.1725972, 1.3509243, 1.8934469, 1.1725972, 1.3509243, 1.8934469, 1.6437391, 1.056935, 1.8934469, 1.1725972, 1.1725972, 1.1725972, 1.3509243, 1.3509243, 1.056935, 1.3509243, 1.3509243, 1.056935, 1.056935, 1.1725972, 1.056935, 1.056935, 1.056935, 1.1725972, 1.056935, 1.056935, 1.4411972, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.1725972]",1
1699,activemq-ra/src/main/java/org/apache/activemq/ra/ActiveMQManagedConnectionFactory.java,"[0.0, 4.0, 373.0, 7.0, 0.0, 1.0, 1.0, 51.0, 1.0, 7.0, 0.0, 3.0, 1.0, 38.0, 152.0, 1.0, 38.0, 50.0, 62.0, 0.0, 3.0, 7.0, 38.0, 70.0, 50.0, 41.0, 60.0, 177.0, 62.0, 0.86, 44.0, 122.0, 7.0, 71.0, 0.0, 38.0, 1.0, 74.0, 1.0, 0.0, 5.0, 3.0, 6.0, 1.89473684210526, 1.0, 14.0, 2.02631578947368, 1.0, 64.0, 2.81578947368421, 1.0, 3.0, 0.325, 0.0, 2.0, 2.0, 1.0, 23.0, 26.0, 0.890080428954424, 1.0]","[-2.9513211, -3.4940643, -3.1026406, -3.6989977, -2.3741739, -3.0572584, -3.4940643, -1.0506167, 0.06849733, -1.0506167, -3.4940643, -2.2007244, -2.6214187, -2.2007244, -3.4940643, 0.0926369, -1.3620616, 0.0926369, -3.4940643, -0.9048473, -0.4043114, -0.9048473, -3.4940643, -2.8134077, -2.8728597, -2.8134077, -2.9513211, -3.4940643, -3.6015096, -2.9513211, -2.2048633, -2.9513211, -2.9513211, -2.9513211, -2.9513211, -3.5842607, -3.4940643, -0.04619086, -3.1026406, -2.9513211, -3.3290884, -4.0603642, -3.1166914, -3.316817, -3.4940643, -2.8388789, -3.5842607, -3.1026406, -2.9513211, -2.9513211, -2.9513211, -1.0506167, -2.9513211, -2.2007244, -2.9513211, -2.8134077, -2.9513211, 0.06849733, -2.9513211, -2.6214187, -2.9513211, -2.8728597, -2.9513211, -0.9048473, -2.9513211, -0.4043114, -2.9513211, -0.9822808, -2.9513211, 0.077527, -2.9513211, -1.2450761, -2.9513211, -2.9513211, -2.9513211, -1.8138138, -2.9513211, -0.79998916, -2.9513211, -2.9513211, -2.9513211, -0.16546719, -2.9513211, -1.5002885, -2.9513211, -1.0978336, -2.9513211, -0.848121, -2.9513211, -0.38347986, -2.9513211, -2.9513211, -0.91036105, -2.9513211, -0.22697893, -2.9513211, -0.5471534, -2.9513211, -1.0003264, -2.9513211, -1.4954484]","[1.1725972, 1.3509243, 1.8934469, 1.056935, 1.056935, 1.056935, 1.3509243, 1.056935, 1.056935, 1.056935, 1.3509243, 1.056935, 1.056935, 1.056935, 1.3509243, 1.056935, 1.056935, 1.056935, 1.3509243, 1.056935, 1.056935, 1.056935, 1.3509243, 1.056935, 1.056935, 1.056935, 1.1725972, 1.3509243, 1.056935, 1.1725972, 1.056935, 1.1725972, 1.1725972, 1.1725972, 1.1725972, 1.6437391, 1.3509243, 1.056935, 1.8934469, 1.1725972, 1.056935, 1.8063579, 1.056935, 1.056935, 1.3509243, 1.056935, 1.6437391, 1.056935, 1.8934469, 1.1725972, 1.1725972, 1.1725972, 1.056935, 1.1725972, 1.056935, 1.1725972, 1.056935, 1.1725972, 1.056935, 1.1725972, 1.056935, 1.1725972, 1.056935, 1.1725972, 1.056935, 1.1725972, 1.056935, 1.1725972, 1.056935, 1.1725972, 1.056935, 1.1725972, 1.056935, 1.1725972, 1.056935, 1.1725972, 1.056935, 1.1725972, 1.056935, 1.1725972, 1.056935, 1.1725972, 1.056935, 1.1725972, 1.056935, 1.1725972, 1.056935, 1.1725972, 1.056935, 1.1725972, 1.056935, 1.1725972, 1.056935, 1.1725972, 1.056935, 1.1725972, 1.056935, 1.1725972, 1.056935, 1.1725972, 1.056935, 1.1725972, 1.056935, 1.1725972, 1.056935, 1.1725972, 1.056935]",0
1700,activemq-ra/src/main/java/org/apache/activemq/ra/ActiveMQResourceAdapter.java,"[4.0, 5.0, 590.0, 5.0, 0.0, 1.0, 2.0, 85.0, 2.0, 8.0, 0.0, 3.0, 2.0, 52.0, 208.0, 1.0, 52.0, 79.0, 109.0, 0.0, 6.0, 5.0, 48.0, 144.0, 79.0, 60.0, 107.0, 307.0, 111.0, 0.68, 75.0, 218.0, 5.0, 138.0, 0.0, 52.0, 2.0, 87.0, 1.0, 0.0, 10.0, 3.0, 9.0, 2.48076923076923, 1.0, 14.0, 2.57692307692308, 1.0, 8.0, 1.65384615384615, 1.0, 2.0, 0.388888888888889, 0.0, 2.0, 2.0, 1.0, 47.0, 50.0, 0.920338983050847, 1.0]","[-3.190937, -2.9513211, -3.4940643, -1.9574602, -3.4570723, -3.5842607, -2.9095964, -3.7768593, -3.1026406, -2.9513211, -3.4940643, -0.04619086, -0.04619086, -2.9513211, -2.6892385, -0.04619086, -2.9513211, -2.8134077, -2.2007244, -3.3894744, -1.0506167, -3.4940643, -3.4570723, -2.0627112, -2.9513211, -2.6892385, -2.8134077, -2.8134077, -2.2007244, -2.2007244, -3.6514163, -3.4940643, -2.0627112, -3.4940643, -0.5794192, -3.4008632, -3.3894744, -0.8826731, -3.4940643, -0.30094767, -2.9513211, -3.4940643, -3.0572584, -3.4940643, -1.0530403, -2.9513211, -3.4940643, -2.9513211, -4.0603642, -3.5300932, -2.3634012, -3.3290884, -3.316817, 0.43578133, -3.4940643, -2.5729356, -2.9513211, -2.9513211, -3.4940643, -3.650419, -3.1026406, -3.4940643, -3.1026406, -3.6015096, -3.4940643, -2.7304618, -3.1026406, -3.2533371, -3.7768593, -2.9513211, -3.4940643, -3.8293164, -3.4940643, -3.5842607, -3.040854, -2.939914, -2.634937, -2.9513211, -3.5842607, -0.04619086, -3.4940643, -3.1026406, -3.5842607, -3.1612453, -2.9513211, -0.38232648, -1.0506167, -2.9513211, -0.38232648, -2.2007244, -2.9513211, 0.0926369, -2.9513211, -0.38232648, -2.8134077, -2.9513211, 0.06849733, -2.9513211, -2.6214187, -2.9513211, -1.3620616, -2.9513211, -2.8728597, -2.9513211, -2.9513211, -2.9513211, -0.16546719, -2.9513211, 0.077527, -2.9513211, -1.5002885, -2.9513211, -1.2450761, -2.9513211, -1.0978336, -2.9513211, -0.848121, -2.9513211, -2.9513211, -2.9513211, -0.38347986, -2.9513211, -0.9822808, -2.9513211, -2.9513211, -0.91036105, -2.9513211, -1.8138138, -2.9513211, -0.22697893, -2.9513211, -0.79998916, -2.9513211, -0.5471534, -2.9513211, -1.0003264, -2.9513211, -2.9513211, -2.9513211, -1.4954484, -2.9513211, -2.9513211, -3.4940643, -3.4940643, -3.4940643, -3.650419, -2.3741739, -3.4940643, 0.5410584, -2.9513211, -3.650419, -2.9513211, -2.2048633, -3.4940643, -2.2048633, -2.9513211, -3.4940643, -3.4570723, -2.9513211, -0.9048473, -2.9513211, -0.4043114, -2.9513211, -2.9513211]","[1.056935, 1.1725972, 1.3509243, 1.056935, 1.056935, 1.6437391, 1.056935, 1.056935, 1.8934469, 1.1725972, 1.3509243, 1.056935, 1.056935, 1.1725972, 1.056935, 1.056935, 1.1725972, 1.056935, 1.056935, 1.056935, 1.056935, 1.3509243, 1.056935, 1.056935, 1.1725972, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.3509243, 1.056935, 1.3509243, 1.056935, 1.056935, 1.056935, 1.056935, 1.3509243, 1.056935, 1.1725972, 1.3509243, 1.056935, 1.056935, 1.3509243, 1.056935, 1.1725972, 1.3509243, 1.1725972, 1.8063579, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.3509243, 1.056935, 1.1725972, 1.1725972, 1.3509243, 1.056935, 1.056935, 1.8934469, 1.056935, 1.3509243, 1.8934469, 1.056935, 1.3509243, 1.056935, 1.8934469, 1.056935, 1.056935, 1.1725972, 1.3509243, 1.056935, 1.3509243, 1.6437391, 1.056935, 1.056935, 1.056935, 1.1725972, 1.6437391, 1.056935, 1.3509243, 1.056935, 1.8934469, 1.6437391, 1.056935, 1.1725972, 1.056935, 1.056935, 1.1725972, 1.056935, 1.056935, 1.1725972, 1.056935, 1.1725972, 1.056935, 1.056935, 1.1725972, 1.056935, 1.1725972, 1.056935, 1.1725972, 1.056935, 1.1725972, 1.056935, 1.1725972, 1.1725972, 1.1725972, 1.056935, 1.1725972, 1.056935, 1.1725972, 1.056935, 1.1725972, 1.056935, 1.1725972, 1.056935, 1.1725972, 1.056935, 1.1725972, 1.056935, 1.1725972, 1.056935, 1.1725972, 1.056935, 1.1725972, 1.056935, 1.1725972, 1.056935, 1.1725972, 1.056935, 1.1725972, 1.056935, 1.1725972, 1.056935, 1.1725972, 1.056935, 1.1725972, 1.056935, 1.1725972, 1.056935, 1.1725972, 1.056935, 1.1725972, 1.056935, 1.1725972, 1.056935, 1.1725972, 1.1725972, 1.3509243, 1.3509243, 1.3509243, 1.056935, 1.056935, 1.3509243, 1.056935, 1.056935, 1.1725972, 1.056935, 1.1725972, 1.056935, 1.3509243, 1.056935, 1.1725972, 1.3509243, 1.056935, 1.1725972, 1.056935, 1.1725972, 1.056935, 1.1725972, 1.1725972]",1
1701,activemq-ra/src/main/java/org/apache/activemq/ra/InboundConnectionProxy.java,"[0.0, 2.0, 111.0, 1.0, 0.0, 1.0, 0.0, 16.0, 1.0, 3.0, 0.0, 0.0, 1.0, 16.0, 29.0, 1.0, 16.0, 16.0, 33.0, 1.0, 0.0, 1.0, 15.0, 13.0, 16.0, 16.0, 33.0, 63.0, 13.0, 0.46, 19.0, 46.0, 1.0, 29.0, 0.0, 16.0, 1.0, 0.0, 1.0, 0.0, 2.0, 4.0, 9.0, 0.625, 0.0, 2.0, 1.1875, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 2.0, 2.0, 1.0, 15.0, 3.0, 0.720720720720721, 1.0]","[-2.9513211, -2.9513211, -2.9513211, -2.9513211, -2.9513211, -2.9513211, -2.9513211, -2.9513211, -3.1026406, -0.49137834, -2.9513211, -3.1026406, -0.49137834, -2.9513211, -3.1026406, -0.49137834, -2.9513211, -3.1026406, -0.49137834, -2.9513211, -3.1026406, -0.49137834, -2.9513211, -3.1026406, -0.49137834, -2.9513211, -3.1026406, -0.49137834, -2.9513211, -3.1026406, -0.49137834, -2.9513211]","[1.1725972, 1.1725972, 1.1725972, 1.1725972, 1.1725972, 1.1725972, 1.1725972, 1.1725972, 1.8934469, 1.056935, 1.1725972, 1.8934469, 1.056935, 1.1725972, 1.8934469, 1.056935, 1.1725972, 1.8934469, 1.056935, 1.1725972, 1.8934469, 1.056935, 1.1725972, 1.8934469, 1.056935, 1.1725972, 1.8934469, 1.056935, 1.1725972, 1.8934469, 1.056935, 1.1725972]",0
1702,activemq-ra/src/main/java/org/apache/activemq/ra/InboundConnectionProxyFactory.java,"[0.0, 3.0, 59.0, 1.0, 0.0, 1.0, 0.0, 6.0, 1.0, 3.0, 0.0, 0.0, 1.0, 6.0, 23.0, 1.0, 6.0, 6.0, 15.0, 0.0, 0.0, 1.0, 6.0, 6.0, 6.0, 6.0, 15.0, 28.0, 6.0, 0.82, 8.0, 21.0, 1.0, 14.0, 0.0, 6.0, 1.0, 0.0, 1.0, 0.0, 1.0, 4.0, 1.0, 0.5, 0.0, 2.0, 1.5, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 2.0, 0.728813559322034, 1.0]","[-2.9513211, -2.9513211, -3.3894744, -2.9513211, -2.9513211, -1.3619046, -2.9513211, -2.9513211, -1.3874893]","[1.1725972, 1.1725972, 1.056935, 1.1725972, 1.1725972, 1.056935, 1.1725972, 1.1725972, 1.056935]",0
1703,activemq-ra/src/main/java/org/apache/activemq/ra/InboundContext.java,"[0.0, 1.0, 49.0, 1.0, 2.0, 1.0, 0.0, 2.0, 1.0, 7.0, 0.0, 6.0, 1.0, 2.0, 37.0, 1.0, 2.0, 2.0, 7.0, 0.0, 0.0, 1.0, 0.0, 0.0, 2.0, 2.0, 7.0, 8.0, 0.0, 4.62, 4.0, 7.0, 1.0, 6.0, 0.0, 2.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 2.0, 1.5, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 2.0, 2.0, 1.0, 3.0, 4.0, 0.63265306122449, 1.0]","[-2.9513211, -2.9513211]","[1.1725972, 1.1725972]",0
1704,activemq-ra/src/main/java/org/apache/activemq/ra/InboundContextSupport.java,"[1.0, 2.0, 67.0, 1.0, 0.0, 1.0, 1.0, 4.0, 1.0, 8.0, 3.0, 5.0, 1.0, 4.0, 46.0, 1.0, 4.0, 4.0, 7.0, 0.0, 0.0, 1.0, 3.0, 4.0, 4.0, 4.0, 7.0, 15.0, 3.0, 3.07, 6.0, 10.0, 1.0, 5.0, 0.0, 1.0, 1.0, 25.0, 1.0, 0.0, 1.0, 1.0, 3.0, 1.75, 0.0, 2.0, 1.25, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 3.0, 3.0, 1.0, 23.0, 20.0, 0.462686567164179, 1.0]","[-2.9513211, -3.2026777, -2.9513211, -3.196065, -2.9513211, -3.196065]","[1.1725972, 1.056935, 1.1725972, 1.056935, 1.1725972, 1.056935]",0
1705,activemq-ra/src/main/java/org/apache/activemq/ra/InboundMessageProducerProxy.java,"[0.0, 3.0, 162.0, 2.0, 0.0, 1.0, 0.0, 27.0, 1.0, 3.0, 0.0, 0.0, 1.0, 25.0, 24.0, 1.0, 25.0, 27.0, 42.0, 0.0, 7.0, 2.0, 25.0, 39.0, 27.0, 25.0, 42.0, 109.0, 39.0, 0.22, 29.0, 81.0, 2.0, 53.0, 0.0, 25.0, 1.0, 77.0, 1.0, 0.0, 0.0, 4.0, 7.0, 2.92, 1.0, 13.0, 1.92, 1.0, 2.0, 1.08, 1.0, 1.0, 0.148148148148148, 0.0, 1.0, 1.0, 1.0, 1.0, 2.0, 0.901234567901235, 1.0]","[-1.2321471, -0.4978975, -1.1575245, -2.531807, -1.1715639, -2.9513211, -3.9043202, -2.689286, -0.9971718, -2.9513211, -2.9513211, -1.2321471, -2.9513211, -0.4978975, -2.9513211, -1.1575245, -2.9513211, -2.531807, -2.9513211, -1.1715639, -2.9513211, -3.4940643, -4.9584265, -2.9513211, -3.4940643, -4.9584265, -2.9513211, -4.9584265, -2.9513211, -4.9584265, -2.9513211, -3.9043202, -2.9513211, -2.9513211, -2.9513211, -2.689286, -2.9513211, -0.9971718, -2.9513211, -4.2072268, -2.9513211, -4.9584265, -2.9513211, -4.9584265, -2.9513211, -4.2072268, -2.9513211, -4.9584265, -2.9513211, -4.9584265, -2.9513211, -4.9584265, -2.9513211, -4.9584265]","[1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.1725972, 1.056935, 1.056935, 1.056935, 1.056935, 1.056935, 1.1725972, 1.1725972, 1.056935, 1.1725972, 1.056935, 1.1725972, 1.056935, 1.1725972, 1.056935, 1.1725972, 1.056935, 1.1725972, 1.3509243, 1.056935, 1.1725972, 1.3509243, 1.056935, 1.1725972, 1.056935, 1.1725972, 1.056935, 1.1725972, 1.056935, 1.1725972, 1.056935, 1.1725972, 1.056935, 1.1725972, 1.056935, 1.1725972, 1.056935, 1.1725972, 1.056935, 1.1725972, 1.056935, 1.1725972, 1.056935, 1.1725972, 1.056935, 1.1725972, 1.056935, 1.1725972, 1.056935, 1.1725972, 1.056935, 1.1725972, 1.056935]",0
1706,activemq-ra/src/main/java/org/apache/activemq/ra/InboundSessionProxy.java,"[0.0, 3.0, 248.0, 3.0, 0.0, 1.0, 0.0, 47.0, 1.0, 3.0, 0.0, 0.0, 1.0, 41.0, 30.0, 1.0, 41.0, 47.0, 70.0, 0.0, 1.0, 3.0, 41.0, 55.0, 47.0, 41.0, 70.0, 171.0, 49.0, 0.18, 47.0, 119.0, 3.0, 71.0, 0.0, 41.0, 1.0, 97.0, 1.0, 0.0, 3.0, 4.0, 28.0, 1.68292682926829, 0.0, 4.0, 2.60975609756098, 0.0, 3.0, 1.14634146341463, 1.0, 2.0, 0.232558139534884, 0.0, 2.0, 2.0, 1.0, 37.0, 20.0, 0.762096774193548, 1.0]","[-2.9513211, -0.7284796, -3.9104564, -2.9513211, -3.9104564, -3.4940643, -3.1026406, -2.9513211, -3.9104564, -3.4940643, -3.1026406, -2.9513211, -3.4940643, -3.4940643, -3.1026406, -2.9513211, -0.7284796, -0.8043351, -2.9513211, -2.9513211, -2.9513211, -2.9513211, -2.9513211, -3.5842607, -3.9104564, -3.6027415, -3.1026406, -2.9513211, -3.9104564, -1.4277029, -2.9513211, -3.9104564, -1.4277029, -2.9513211, -3.9104564, -0.69316065, -2.9513211, -3.9104564, -4.6378565, -2.9513211, -3.9104564, -4.6378565, -2.9513211, -3.9104564, -4.6378565, -2.9513211, -3.9104564, -3.5287793, -2.9513211, -3.9104564, -3.5287793, -2.9513211, -3.9104564, -0.26107094, -2.9513211, -3.9104564, -5.0109925, -2.9513211, -3.9104564, -1.4180865, -2.9513211, -3.9104564, -1.4180865, -2.9513211, -3.9104564, -3.1943715, -2.9513211, -3.9104564, 0.15289779, -2.9513211, -3.9104564, -1.3012041, -2.9513211, -3.9104564, -0.9604908, -2.9513211, -3.9104564, -4.602072, -2.9513211, -3.9104564, -4.602072, -2.9513211, -3.9104564, -4.288454, -2.9513211, -3.9104564, -0.8046626, -2.9513211, -3.9104564, -0.012713564, -2.9513211, -3.9104564, -1.3838986, -2.9513211, -3.9104564, -2.9725296, -2.9513211, -3.9104564, -0.18710415, -2.9513211, -1.0194927, -2.9513211, -1.0194927, -2.9513211, -0.7284796, -0.8043351, -2.9513211, -0.35115105, -1.7140838, -2.9513211, -0.35115105, -1.7140838, -2.9513211, -0.35115105, -0.033661954, -2.9513211, -3.5842607, -3.9104564]","[1.1725972, 1.056935, 1.056935, 1.1725972, 1.056935, 1.3509243, 1.8934469, 1.1725972, 1.056935, 1.3509243, 1.8934469, 1.1725972, 1.3509243, 1.056935, 1.3509243, 1.8934469, 1.1725972, 1.056935, 1.056935, 1.1725972, 1.1725972, 1.1725972, 1.1725972, 1.1725972, 1.6437391, 1.056935, 1.056935, 1.8934469, 1.1725972, 1.056935, 1.056935, 1.1725972, 1.056935, 1.056935, 1.1725972, 1.056935, 1.056935, 1.1725972, 1.056935, 1.056935, 1.1725972, 1.056935, 1.056935, 1.1725972, 1.056935, 1.056935, 1.1725972, 1.056935, 1.056935, 1.1725972, 1.056935, 1.056935, 1.1725972, 1.056935, 1.056935, 1.1725972, 1.056935, 1.056935, 1.1725972, 1.056935, 1.056935, 1.1725972, 1.056935, 1.056935, 1.1725972, 1.056935, 1.056935, 1.1725972, 1.056935, 1.056935, 1.1725972, 1.056935, 1.056935, 1.1725972, 1.056935, 1.056935, 1.1725972, 1.056935, 1.056935, 1.1725972, 1.056935, 1.056935, 1.1725972, 1.056935, 1.056935, 1.1725972, 1.056935, 1.056935, 1.1725972, 1.056935, 1.056935, 1.1725972, 1.056935, 1.056935, 1.1725972, 1.056935, 1.056935, 1.1725972, 1.056935, 1.056935, 1.1725972, 1.056935, 1.056935, 1.1725972, 1.056935, 1.056935, 1.1725972, 1.056935, 1.056935, 1.1725972, 1.056935, 1.056935, 1.1725972, 1.056935, 1.056935, 1.1725972, 1.056935, 1.056935, 1.1725972, 1.6437391, 1.056935]",0
1707,activemq-ra/src/main/java/org/apache/activemq/ra/InvalidMessageEndpointException.java,"[0.0, 3.0, 83.0, 1.0, 0.0, 1.0, 1.0, 4.0, 1.0, 12.0, 0.0, 9.0, 1.0, 4.0, 61.0, 1.0, 4.0, 4.0, 7.0, 0.0, 0.0, 1.0, 4.0, 5.0, 4.0, 4.0, 7.0, 16.0, 4.0, 3.81, 6.0, 11.0, 1.0, 6.0, 0.0, 4.0, 1.0, 100.0, 2.0, 0.0, 0.0, 1.0, 4.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 2.0, 0.807228915662651, 1.0]",[],[],0
